rut;usuario;correo;nombre;profesor;i1;f1;t1;r1;p1;s1;l1;i2;f2;t2;r2;p2;s2;l2;i3;f3;t3;r3;p3;s3;l3;i4;f4;t4;r4;p4;s4;l4;i5;f5;t5;r5;p5;s5;l5;i6;f6;t6;r6;p6;s6;l6;op1;op2;op3;op4;op5;op6;sv1;sv2;sv3;sv4;sv5;sv6;lt;tt;pt;game_score;score;score_a;score_p;score_d;score_s;programa;sol1;sol2;sol3;sol4;tarea1;tarea2;controles;np;examen;final;estado
450;*;*;*;*;53.31682433;106.8835613;53.56673697;1;18;[3 3 3 0 0 3 ] [2 ];7;106.9001703;134.0002063;27.100036;1;12;[2 3 3 3 3 3 ] [1 1 1 1 ];10;134.0168543;306.4502953;172.433441;2;24;[3 0 0 0 0 0 2 0 3 ] [3 0 0 0 2 0 0 0 3 3 3 3 1 1 1 1 1 1 1 2 2 2 2 2 2 2 0 0 0 0 0 0 ];41;306.4669513;387.1003343;80.633383;2;5;[2 2 2 2 0 0 2 3 2 2 2 1 1 3 ] [1 1 3 3 ];18;387.1169933;427.3670143;40.250021;1;2;[1 1 1 1 2 2 2 2 2 2 2 0 0 ] [];13;427.3836743;490.7337153;63.350041;2;5;[2 2 0 0 2 2 0 0 0 0 2 ] [2 ];12;1;1;0;0;0;0;1;1;0;0;1;1;101;437.333659;66;20.61845218;11;7;5;4;3;INGENIERIA EN COMPUTACION E INFORMATICA;6;6.4;3.1;5.2;1;1;3.7;3.35;1;2.6;R
414;*;*;*;*;30.12625533;60.15292367;30.02666834;1;8;[3 3 3 3 0 ] [2 1 ];7;60.186257;97.47107733;37.28482033;1;7;[2 3 3 ] [1 1 1 1 2 2 2 ];10;97.50441067;224.0355133;126.5311026;3;61;[3 3 0 2 0 0 0 0 2 ] [3 0 3 0 2 2 3 0 0 0 3 3 3 3 1 1 1 1 1 1 1 2 2 2 2 2 2 2 0 0 0 0 0 2 ];43;224.0688467;256.089613;32.0207663;1;10;[2 2 2 2 2 2 2 0 0 2 ] [];10;256.1229463;291.7472593;35.624313;1;12;[1 1 1 2 2 2 2 2 2 2 0 0 0 0 ] [0 0 ];16;291.7805927;329.5897987;37.809206;1;10;[2 2 3 3 0 0 2 2 2 2 0 0 0 0 0 0 0 ] [];17;1;1;0;1;0;0;1;1;0;1;0;0;103;299.2968766;108;22.17876762;4;3;1;1;1;INGENIERIA CIVIL INDUSTRIAL;6;2.1;5.7;4.6;1;1;6.7;3.37;1;2.7;R
177;*;*;*;*;92.69575033;159.7659417;67.07019137;1;5;[0 3 3 0 ] [1 2 2 2 ];8;159.7825117;210.3014627;50.518951;1;5;[2 3 3 3 3 ] [1 1 1 1 2 ];10;210.3181117;312.488228;102.1701163;1;5;[3 0 0 0 0 0 0 2 2 0 0 3 ] [3 0 0 2 2 2 2 0 0 ];21;312.504849;377.576696;65.071847;1;5;[2 2 0 0 2 2 2 2 2 1 1 3 ] [1 1 3 3 ];16;377.593347;443.5310423;65.9376953;1;4;[1 2 2 2 2 2 2 2 1 1 3 3 ] [1 1 3 3 ];16;443.5477123;490.1370053;46.589293;1;4;[2 2 0 0 ] [1 1 1 0 3 3 1 1 ];12;0;1;0;0;0;0;1;1;0;0;0;1;83;397.358094;28;15.03622102;8;6;3;3;3;INGENIERIA EN COMPUTACION E INFORMATICA;4.4;5.1;5;4.8;2;2.1;4;3.63;1;2.8;R
203;*;*;*;*;51.84066;218.7577493;166.9170893;1;9;[1 2 2 1 0 0 3 3 3 ] [1 1 2 2 2 3 3 2 2 ];18;218.7830653;349.2465067;130.4634414;1;7;[2 3 3 3 3 1 3 0 ] [1 1 1 ];11;349.2713867;520.3613653;171.0899786;1;4;[3 0 0 0 0 0 2 3 1 3 3 3 ] [3 0 0 0 2 ];17;520.3866293;667.3375047;146.9508754;1;3;[2 2 0 0 2 2 1 1 3 ] [1 1 3 3 3 3 3 ];16;667.3627717;749.6035837;82.240812;1;3;[1 2 2 2 3 2 2 2 2 2 ] [];10;749.6285957;879.0323817;129.403786;1;2;[2 2 0 0 0 0 2 2 0 1 ] [1 1 ];12;0;0;0;0;0;0;1;1;0;0;1;1;84;827.0659827;28;19.34160686;4;3;0;3;2;INGENIERIA CIVIL INDUSTRIAL;4.5;6;3.1;4.5;1;1;1.7;2.83;2.8;2.8;R
338;*;*;*;*;12.14157;33.961736;21.820166;1;1;[3 3 3 0 ] [2 2 1 ];7;33.975633;100.86209;66.886457;2;9;[2 3 3 3 3 3 ] [1 1 1 1 ];10;100.876034;218.488913;117.612879;2;24;[3 0 0 0 0 0 2 3 1 3 3 3 3 1 1 ] [3 ];16;218.502826;240.290958;21.788132;1;2;[2 2 2 2 2 2 2 ] [3 1 1 ];10;240.297813;260.206759;19.908946;1;13;[1 1 1 2 2 2 2 2 2 2 2 ] [1 1 ];13;260.213686;314.162526;53.94884;2;9;[2 2 0 0 2 2 0 ] [1 1 1 ];10;1;1;1;1;0;1;1;1;1;1;1;1;66;301.96542;58;13.24523131;10;7;4;3;3;INGENIERIA CIVIL INFORMATICA;5.1;4.9;4.4;4.4;1;1;2.5;3;2.8;2.9;R
231;*;*;*;*;37.219328;150.4762867;113.2569587;1;23;[3 0 0 ] [2 2 2 2 ];7;150.4927327;235.8735853;85.3808526;1;10;[2 3 3 3 3 3 ] [1 1 1 1 ];10;235.8903163;302.1798047;66.2894884;1;18;[3 0 0 0 0 2 0 2 3 ] [3 0 0 2 2 2 2 0 ];17;302.1966917;346.6113893;44.4146976;1;10;[2 2 0 0 2 2 ] [2 3 3 3 3 ];11;346.6277843;385.313451;38.6856667;1;5;[1 2 2 2 3 2 ] [3 3 3 3 ];10;385.330083;431.3433913;46.0133083;1;7;[2 2 0 0 2 2 ] [1 1 1 1 ];10;1;1;0;0;0;1;1;1;0;1;1;1;65;394.0409723;73;14.89338476;6;3;3;2;2;INGENIERIA EN COMPUTACION E INFORMATICA;4.8;5.6;3.5;4.6;5.5;1;1;3.48;3;3.3;R
261;*;*;*;*;14.434447;54.938397;40.50395;1;4;[0 0 3 3 3 ] [1 2 2 2 3 0 ];11;54.955047;105.1181693;50.1631223;1;8;[2 3 3 3 3 3 0 0 ] [1 1 ];10;105.1349413;183.7140247;78.5790834;1;12;[0 3 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ];16;183.747358;234.379638;50.63228;1;5;[2 2 0 0 2 2 ] [3 3 3 3 ];10;234.396475;284.7092893;50.3128143;1;5;[1 2 2 2 2 2 ] [3 3 ];8;284.7260513;326.6733107;41.9472594;1;10;[2 2 0 0 2 2 0 ] [1 1 1 ];10;0;1;1;1;1;1;1;1;1;1;1;1;65;312.1385094;44;12.3262176;6;3;3;2;2;INGENIERIA EN COMPUTACION E INFORMATICA;4.8;5.8;6.2;5.6;1;4.7;2.2;4.34;1;3.3;R
28;*;*;*;*;72.64595267;129.27389;56.62793733;1;1;[0 3 3 3 ] [2 2 1 ];7;129.290543;276.177197;146.886654;2;3;[2 3 3 3 3 3 ] [1 1 1 1 ];10;276.193842;730.777925;454.584083;5;16;[3 0 0 0 0 0 2 3 1 ] [3 0 0 2 2 2 2 ];16;730.794593;784.315151;53.520558;1;2;[2 2 0 0 2 2 ] [3 3 3 3 ];10;784.331769;895.045062;110.713293;4;3;[2 1 2 2 ] [1 0 3 3 3 3 3 ];11;895.06167;964.733085;69.671415;1;3;[2 2 0 0 2 ] [1 1 3 2 1 1 3 ];12;1;1;1;1;0;0;1;1;1;1;1;1;66;892.0039403;28;17.10002645;4;3;1;1;2;INGENIERIA EN COMPUTACION E INFORMATICA;6.3;6.3;1;2.8;4.5;1;4.2;3.39;3.4;3.4;R
302;*;*;*;*;8.966387667;59.480491;50.51410333;1;5;[0 0 3 3 3 ] [1 2 2 0 ];9;59.497215;127.526979;68.029764;1;9;[2 3 3 3 3 3 ] [1 1 1 1 ];10;127.543682;274.5360713;146.9923893;1;9;[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ];16;274.5528643;344.2490403;69.696176;1;8;[2 0 0 0 2 0 0 2 2 2 2 ] [3 3 ];13;344.2664053;404.5628983;60.296493;1;8;[1 2 2 1 1 2 2 2 ] [1 1 3 3 ];12;404.5792803;455.7432477;51.1639674;1;5;[2 2 0 0 2 2 ] [1 1 1 1 ];10;0;1;1;0;0;1;1;1;1;1;1;1;70;446.692893;44;14.42117253;9;5;5;3;3;INGENIERIA CIVIL INDUSTRIAL;5.6;4.1;2.9;4.2;1;1;7;3.2;4;3.4;R
321;*;*;*;*;43.10784567;86.71517167;43.607326;1;1;[3 3 3 3 3 0 0 ] [2 ];8;86.73181367;177.6096457;90.87783203;1;9;[2 3 3 3 0 0 2 2 2 3 3 3 3 3 0 0 ] [1 1 ];18;177.6261577;235.452884;57.8267263;1;5;[3 0 0 0 0 0 2 3 1 3 3 3 ] [3 0 0 2 ];16;235.469604;272.533323;37.063719;1;1;[2 2 2 2 2 2 2 ] [3 1 1 ];10;272.550001;304.93502;32.385019;1;2;[1 2 2 2 2 2 2 2 ] [];8;304.951612;348.658768;43.707156;1;3;[0 0 0 0 2 2 0 0 2 ] [0 3 ];11;0;0;1;1;1;0;1;0;1;1;1;1;71;305.4677783;21;11.80861108;5;2;3;2;1;INGENIERIA EN COMPUTACION E INFORMATICA;5.7;5.4;3.7;4.9;1;1;1;2.96;4.4;3.4;R
343;*;*;*;*;44.85932;108.33736;63.47804;1;3;[3 0 3 0 ] [2 2 2 ];7;108.35402;159.0056467;50.6516267;1;2;[2 3 3 3 3 3 ] [1 1 1 1 ];10;159.0223267;273.89596;114.8736333;1;2;[3 3 3 3 3 3 3 3 0 0 0 0 0 0 ] [3 0 0 2 0 0 3 3 3 3 ];24;273.91262;358.2403267;84.3277067;1;6;[2 2 0 0 2 2 ] [1 1 3 3 3 3 0 0 ];14;358.2570067;428.0133733;69.7563666;1;3;[1 1 1 2 2 2 2 2 2 2 ] [1 1 ];12;428.0300533;484.1876067;56.1575534;1;12;[2 2 0 0 2 2 0 0 ] [1 1 3 2 ];12;1;1;0;0;0;0;1;1;0;1;1;1;79;439.2449267;28;14.80300349;11;7;5;4;3;INGENIERIA EN COMPUTACION E INFORMATICA;4.4;4.4;3.6;4.1;1;1;1.9;2.65;5;3.4;R
96;*;*;*;*;23.37394;218.8411333;195.4671933;8;11;[3 3 0 0 ] [2 2 2 1 ];8;218.8577933;348.31744;129.4596467;3;5;[2 3 3 3 3 3 ] [1 1 1 1 ];10;348.3341;467.4983733;119.1642733;1;8;[3 3 3 3 3 3 3 3 0 0 0 0 0 0 2 2 2 2 1 1 1 3 1 1 ] [3 ];25;467.5150533;614.6818;147.1667467;2;16;[2 2 0 0 2 2 3 3 3 3 1 1 ] [1 1 3 3 3 2 2 2 2 3 3 3 3 3 3 ];27;614.69846;681.5366533;66.8381933;1;2;[2 2 1 2 1 1 2 ] [1 1 1 3 3 3 3 3 0 0 ];17;681.5533133;767.0929333;85.53962;2;6;[2 2 0 0 0 0 2 2 ] [1 1 ];10;0;1;0;0;0;1;1;1;0;0;0;1;97;743.6356733;48;21.83352785;8;5;4;2;2;INGENIERIA INDUSTRIAL;5.4;5.4;4;4.9;1;1;7;3.56;3.2;3.5;R
99;*;*;*;*;82.11643433;158.6846023;76.56816797;1;20;[1 3 3 3 0 0 3 0 3 ] [1 2 0 3 ];13;158.6984903;195.3364683;36.637978;1;10;[2 3 3 3 3 ] [1 1 1 1 2 ];10;195.3503543;265.3549703;70.004616;1;35;[3 0 0 0 0 0 0 2 3 1 1 1 1 1 3 3 3 3 3 3 3 3 0 0 0 0 0 0 0 2 2 2 2 1 1 3 1 1 2 ] [];39;265.3688453;292.8872763;27.518431;1;11;[1 1 3 2 0 2 2 3 0 0 2 2 2 2 2 2 ] [];16;292.9081033;314.7589333;21.85083;1;12;[1 0 3 2 1 2 2 1 1 2 2 2 2 2 0 0 ] [];16;314.7728193;345.9932653;31.220446;1;12;[2 2 3 0 1 3 3 0 0 3 2 2 2 2 0 0 0 0 ] [];18;0;1;0;0;0;0;1;1;0;0;0;0;112;263.800469;100;22.78016014;5;3;1;2;2;INGENIERIA CIVIL INFORMATICA;6.1;4.5;5.1;5.2;1;1;5.8;3.59;3.4;3.5;R
232;*;*;*;*;20.49455967;96.602887;76.10832733;1;12;[3 3 3 0 0 3 3 ] [];7;96.619527;131.9098483;35.2903213;1;7;[2 3 3 3 3 3 ] [1 1 1 1 ];10;131.9265263;312.6434573;180.716931;4;49;[1 0 3 2 3 0 0 0 0 1 2 0 2 3 1 3 3 3 3 1 1 2 ] [];22;312.6601043;343.4684217;30.8083174;1;10;[1 0 3 2 1 2 2 0 0 0 0 2 2 2 2 2 2 ] [];17;343.4850437;368.161786;24.6767423;1;5;[1 0 3 2 1 2 2 2 2 2 2 2 ] [];12;368.178461;398.8534657;30.6750047;1;8;[2 3 0 1 2 2 3 3 0 0 2 2 2 2 0 0 0 0 ] [];18;1;1;0;0;0;0;1;1;0;0;1;0;86;378.275644;91;19.19035269;6;4;2;2;3;INGENIERIA EN COMPUTACION E INFORMATICA;4.4;6.5;3;4.6;3.5;5.1;4.9;4.6;1.4;3.6;R
206;*;*;*;*;86.54458667;121.4920263;34.94743963;1;1;[3 3 3 0 ] [2 2 1 ];7;121.5086843;355.8935603;234.384876;3;8;[2 3 3 3 3 3 ] [2 1 1 1 1 ];11;355.9102733;451.6374327;95.7271594;1;5;[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ];16;451.6541097;496.1344747;44.480365;1;3;[2 2 0 0 2 2 ] [3 3 3 3 ];10;496.1511387;545.981309;49.8301703;1;7;[1 2 2 2 ] [3 3 3 3 3 2 ];10;545.998001;597.81125;51.813249;1;6;[2 2 0 0 ] [1 1 1 1 3 3 ];10;1;0;1;1;0;1;1;1;1;1;1;1;64;511.1832593;30;13.22953579;4;3;1;1;1;INGENIERIA CIVIL INDUSTRIAL;6.4;5.9;6.7;6.3;1;1;1;3.66;3.8;3.7;R
423;*;*;*;*;168.92476;211.1044667;42.1797067;1;6;[3 3 3 0 ] [2 2 1 ];7;211.1211867;285.1270667;74.00588;1;11;[2 3 0 3 3 3 ] [1 1 1 1 2 ];11;285.1437867;690.6821667;405.53838;5;37;[0 3 0 0 0 0 2 0 3 1 0 1 2 3 1 3 3 3 3 1 1 ] [3 ];22;690.6989067;781.72596;91.0270533;1;9;[2 2 0 0 0 2 2 2 2 2 1 1 ] [1 1 3 3 2 ];17;781.7427;913.54246;131.79976;1;8;[1 1 2 2 0 2 2 1 1 ] [1 1 3 3 3 3 3 ];16;913.5592;977.6587;64.0995;1;14;[2 2 3 3 0 0 2 2 2 2 0 0 3 ] [1 1 3 ];16;1;0;0;0;0;0;1;1;0;0;0;0;89;808.65028;85;23.45321277;5;4;1;3;3;INGENIERIA CIVIL INFORMATICA;4;3.8;3.2;3.7;1;6;5.5;4.03;2.8;3.7;R
85;*;*;*;*;8.136153333;122.2050737;114.0689204;2;2;[3 3 3 3 ] [1 2 1 ];7;122.2216867;262.9184477;140.696761;2;7;[2 3 3 3 3 3 ] [1 1 1 1 ];10;262.9351587;499.7724443;236.8372856;1;32;[0 3 0 0 0 2 0 2 0 3 3 ] [3 0 0 2 0 2 3 3 0 3 3 3 3 1 1 1 1 1 1 2 2 2 2 2 2 0 2 0 0 0 0 0 ];43;499.7891413;618.392342;118.6032007;5;22;[2 2 0 0 2 2 2 2 2 2 ] [2 2 ];12;618.409021;683.3040337;64.8950127;2;6;[1 2 2 2 2 2 2 2 ] [];8;683.3205907;816.0271653;132.7065746;3;28;[2 2 0 0 0 0 2 2 2 ] [1 1 2 ];12;1;1;0;0;1;0;1;1;0;1;1;1;92;807.807755;97;24.65838748;6;4;2;3;3;INGENIERIA CIVIL INFORMATICA;5.8;6.4;5;5.7;1;1;7;3.96;3.4;3.8;R
263;*;*;*;*;41.54777567;115.843829;74.29605333;1;9;[3 3 3 0 3 3 ] [1 ];7;115.860428;164.624493;48.764065;1;10;[2 3 3 3 3 3 0 0 ] [1 1 ];10;164.64137;269.8856873;105.2443173;1;14;[3 3 3 3 3 3 3 3 ] [3 0 0 2 0 0 3 3 3 3 1 1 1 1 1 1 ];24;269.9023533;338.0153263;68.112973;2;16;[2 2 2 2 0 0 2 2 2 2 ] [];10;338.0320163;369.2470023;31.214986;1;13;[1 1 1 1 2 2 2 2 2 2 2 ] [1 1 ];13;369.2636713;403.8618093;34.598138;1;11;[2 2 0 0 2 0 2 0 0 0 0 ] [];11;1;1;0;1;0;0;1;1;0;1;1;1;75;362.2305326;73;16.17986976;5;3;2;1;2;INGENIERIA EN COMPUTACION E INFORMATICA;4.9;5.3;3;4.4;5.5;1;6.7;3.94;3.6;3.8;R
105;*;*;*;*;95.42202533;146.6659363;51.24391097;1;5;[3 0 3 3 3 0 ] [2 ];7;146.6992683;205.1752947;58.4760264;2;4;[2 3 3 3 3 3 0 ] [1 1 1 ];10;205.1919897;287.5323383;82.3403486;1;6;[0 3 0 0 0 0 2 3 0 ] [3 0 0 2 2 2 2 0 ];17;287.5489183;335.4099247;47.8610064;1;4;[2 2 2 2 2 2 2 ] [3 1 1 ];10;335.4266697;397.8192787;62.392609;1;4;[1 2 2 1 ] [3 3 3 3 3 1 ];10;397.8359657;523.737738;125.9017723;1;8;[2 2 0 0 2 2 0 ] [1 1 3 2 2 1 1 3 1 ];16;1;1;0;1;0;0;1;1;0;1;1;0;70;428.2156737;31;13.44634005;8;5;4;2;2;INGENIERIA EN COMPUTACION E INFORMATICA;4.6;5.9;3.5;4.7;1;1;7;3.43;5.3;4;A
173;*;*;*;*;42.996756;227.8322787;184.8355227;5;11;[3 0 ] [2 2 1 2 2 ];7;227.8489687;276.7784747;48.929506;1;5;[2 3 3 3 3 3 ] [1 1 1 1 ];10;276.7950827;584.5374797;307.742397;4;23;[3 3 3 3 3 3 3 3 0 0 3 0 2 2 0 0 3 ] [3 3 0 0 2 0 0 3 2 3 3 3 3 3 1 1 1 0 ];35;584.5540857;712.0774147;127.523329;3;9;[2 2 2 2 0 0 0 1 2 2 2 2 ] [0 2 0 0 ];16;712.0941237;802.4537077;90.359584;2;4;[1 2 2 2 2 2 2 2 2 ] [2 2 2 ];12;802.4703327;904.9122797;102.441947;2;9;[2 2 3 3 0 0 2 2 2 2 2 2 3 3 0 0 0 0 0 ] [2 2 3 3 ];23;1;1;0;0;0;0;1;1;0;0;1;0;103;861.8322857;61;24.72655004;6;3;3;2;2;INGENIERIA INDUSTRIAL;3.6;4;4.6;4.6;5.8;4.9;1;4.29;3.4;4;A
200;*;*;*;*;8.783323667;37.755349;28.97202533;1;1;[3 3 3 0 ] [2 2 1 ];7;37.776867;130.983063;93.206196;2;4;[2 3 3 3 3 3 0 ] [3 1 1 1 1 2 1 ];14;131.004525;287.9251383;156.9206133;2;17;[0 3 0 0 0 0 2 3 1 3 3 1 1 1 1 ] [3 0 0 2 2 ];20;287.9368573;344.4444297;56.5075724;1;9;[2 2 2 2 0 0 2 2 2 ] [3 ];10;344.4561567;381.5434597;37.087303;1;4;[1 2 2 1 1 ] [1 1 3 3 3 3 3 ];12;381.5604187;452.2164727;70.656054;1;3;[2 2 3 3 0 0 ] [1 1 1 1 3 3 3 3 ];14;1;0;0;1;0;0;1;1;0;1;1;1;77;443.349764;38;15.13666172;3;2;0;2;3;INGENIERIA CIVIL INDUSTRIAL;3;6.2;5.9;5;1;1;7;3.61;4.8;4;A
251;*;*;*;*;38.512037;64.852961;26.340924;1;8;[3 3 3 0 ] [2 2 1 ];7;64.869611;110.2864603;45.4168493;1;10;[2 3 3 3 3 3 ] [1 1 1 1 1 0 ];12;110.3031053;207.3856143;97.082509;1;22;[3 0 0 0 0 0 2 0 3 1 1 1 0 ] [3 0 0 0 2 2 2 2 2 2 ];23;207.4022893;248.3709363;40.968647;1;15;[1 2 2 0 0 2 2 2 2 2 1 1 ] [3 1 1 3 2 ];17;248.3875863;275.9276353;27.540049;1;15;[2 3 0 1 1 2 2 3 2 1 1 1 2 2 2 2 2 0 0 ] [];19;275.9443243;334.0736707;58.1293464;1;15;[2 0 1 3 2 2 0 0 0 0 2 2 0 0 ] [2 1 3 1 1 0 0 ];21;1;0;0;0;0;0;1;1;0;0;0;0;99;295.4783247;85;20.09527176;4;2;1;2;2;INGENIERIA CIVIL INDUSTRIAL;5.5;4.7;6.2;5.5;1;2.2;7;4.13;3.6;4;A
336;*;*;*;*;16.63647333;205.0382467;188.4017734;8;11;[3 0 0 ] [2 2 2 2 ];7;205.0549267;260.93204;55.8771133;1;2;[2 2 3 3 3 3 3 3 0 ] [1 1 1 ];12;260.94872;370.61912;109.6704;1;4;[0 3 0 0 0 0 2 3 1 1 0 3 3 3 ] [3 0 0 0 2 ];19;370.63582;416.9444133;46.3085933;1;2;[2 2 2 2 2 2 2 ] [3 1 1 ];10;416.9611133;540.8341533;123.87304;2;10;[1 1 1 1 2 2 0 0 1 1 0 2 2 1 ] [1 1 3 3 3 3 3 3 2 0 ];24;540.8508333;706.51936;165.6685267;6;25;[2 2 0 0 2 2 0 0 ] [1 1 ];10;1;0;0;1;0;1;1;1;0;1;0;1;82;689.7994467;54;19.29161561;8;5;4;3;2;INGENIERIA CIVIL INDUSTRIAL;6.6;5.4;2.8;4.9;1;1;7;3.56;5.1;4;A
400;*;*;*;*;91.83319333;124.6996747;32.86648137;1;7;[3 3 3 3 0 3 0 ] [];7;124.7163727;152.5496557;27.833283;1;5;[2 3 3 3 3 3 0 0 ] [1 1 ];10;152.5663937;215.9995627;63.433169;1;5;[0 3 0 0 0 0 2 3 1 ] [3 0 0 0 2 2 2 2 ];17;216.0161647;317.7325837;101.716419;1;18;[3 3 3 3 3 ] [1 1 3 3 3 3 0 0 3 3 1 0 1 1 3 3 ];21;317.7493627;378.9825327;61.23317;1;3;[1 2 2 1 1 0 0 1 1 2 2 2 2 2 ] [1 1 ];16;378.9992477;485.9655717;106.966324;2;19;[0 2 2 1 2 2 0 0 2 2 0 0 0 0 ] [];14;1;1;0;0;0;0;1;1;0;0;0;1;85;394.0488464;57;17.09990305;6;4;3;2;2;INGENIERIA CIVIL INDUSTRIAL;5.3;4.2;6.5;5.3;1;1;7;3.76;4.6;4;A
403;*;*;*;*;42.67705833;81.54917933;38.872121;1;9;[3 3 1 3 0 0 3 3 ] [];8;81.56583633;102.3365073;20.77067097;1;11;[2 3 3 3 3 3 ] [1 1 1 1 ];10;102.3531943;210.1271217;107.7739274;2;17;[0 3 0 0 0 0 0 0 2 3 1 3 ] [3 0 0 2 2 2 ];18;210.1438047;245.5292047;35.3854;1;3;[2 2 0 0 2 2 2 ] [3 3 3 ];10;245.5458407;298.6820987;53.136258;1;4;[1 2 2 2 3 2 2 2 ] [3 3 ];10;298.6987787;334.9516017;36.252823;1;16;[2 2 0 0 0 0 2 2 ] [1 1 ];10;0;1;0;1;0;1;1;1;0;1;1;1;66;292.1912004;60;13.27347144;6;4;3;2;2;INGENIERIA CIVIL INFORMATICA;2.2;5.4;6.5;6;6.3;1;5;4.2;3.6;4;A
434;*;*;*;*;53.797506;101.5325957;47.7350897;2;2;[3 3 3 0 ] [2 2 1 ];7;101.5492467;208.6936957;107.144449;3;5;[2 3 3 3 3 ] [1 1 1 1 2 ];10;208.7113137;273.4993793;64.7880656;1;3;[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 0 2 ];16;273.5166733;305.4846707;31.9679974;1;2;[2 2 0 0 2 2 ] [3 3 3 3 ];10;305.5013287;340.335798;34.8344693;1;2;[1 2 2 2 ] [3 3 3 3 ];8;340.35369;397.633023;57.279333;2;4;[2 2 0 0 2 ] [1 1 1 1 3 ];10;1;1;1;1;1;1;1;1;1;1;1;1;61;343.749404;18;10.40074314;9;6;3;3;3;INGENIERIA CIVIL INFORMATICA;6.6;5.1;6.2;6;1;1;3.1;3.69;4.6;4;A
459;*;*;*;*;19.59709633;78.239861;58.64276467;1;12;[3 ] [2 2 2 2 2 1 1 3 ];9;78.256497;144.8862787;66.6297817;1;12;[2 3 3 3 3 3 3 ] [1 1 1 1 3 ];12;144.9029537;602.7611247;457.858171;4;71;[0 3 0 0 0 0 2 3 1 1 1 1 1 3 1 3 3 3 3 3 3 0 0 0 0 0 0 2 2 2 2 1 1 3 1 1 ] [3 ];37;602.7942587;779.125847;176.3315883;2;15;[2 2 2 2 0 0 1 1 2 2 2 0 0 ] [3 ];14;779.142473;888.546105;109.403632;1;11;[1 2 2 1 1 2 2 2 2 2 2 3 ] [1 1 3 ];15;888.562764;979.721237;91.158473;1;14;[2 2 0 0 2 2 0 0 ] [2 2 1 1 3 3 ];14;0;0;0;0;0;0;1;1;0;1;0;1;101;960.0244107;135;29.88951121;3;2;1;1;1;INGENIERIA EN COMPUTACION E INFORMATICA;3.6;2.4;5;3.7;3.5;1;2.8;2.89;6.5;4;A
265;*;*;*;*;165.1396533;324.6055133;159.46586;3;45;[3 0 3 3 0 3 ] [2 ];7;324.6124533;342.3272333;17.71478;1;14;[3 3 3 3 2 2 2 3 3 3 0 0 0 0 ] [];14;342.3341733;369.5604067;27.2262334;1;24;[3 3 3 2 2 0 0 0 0 0 2 3 1 1 0 3 3 3 3 0 1 1 1 0 2 1 0 2 1 2 ] [];30;369.5673667;396.9755467;27.40818;2;17;[2 2 2 2 0 0 2 2 2 2 ] [];10;396.9825067;418.1272467;21.14474;1;16;[1 1 0 0 1 0 1 2 2 0 1 1 1 2 2 2 2 2 0 0 ] [];20;418.1341867;452.0005667;33.86638;1;19;[2 2 0 0 0 ] [2 2 2 1 1 1 2 1 1 1 1 1 0 0 1 3 3 3 3 3 3 0 0 1 ];29;1;0;0;1;0;0;1;1;0;1;0;0;110;286.8261734;135;24.82821263;9;5;4;4;2;INGENIERIA EN COMPUTACION E INFORMATICA;4.8;5.6;4.7;2.9;1.4;1;7;3.41;5.7;4.1;A
3;*;*;*;*;67.22745867;125.0036217;57.77616303;1;2;[3 3 3 3 2 ] [1 1 2 2 ];9;125.0202667;222.6862037;97.665937;1;4;[2 3 3 3 3 2 2 2 3 3 3 3 3 3 ] [1 1 1 1 3 3 ];20;222.7028737;409.7665073;187.0636336;2;11;[0 3 3 ] [3 0 0 2 0 0 0 0 3 3 3 3 3 3 1 1 1 1 1 1 1 2 2 2 2 2 2 0 ];31;409.7831493;479.5613357;69.7781864;2;6;[2 2 2 2 2 2 2 2 0 0 0 2 ] [];12;479.5780157;523.8685947;44.290579;1;4;[1 2 2 2 2 2 2 2 ] [];8;523.8852517;602.1479457;78.262694;1;8;[2 2 3 3 0 0 0 0 0 1 2 2 2 2 2 3 0 0 ] [];18;0;0;0;0;1;0;1;0;0;1;1;0;98;534.837193;35;19.18171782;6;3;3;1;2;INGENIERIA CIVIL INDUSTRIAL;3.9;4.7;3.7;4.1;3;1;3.7;3.12;6.6;4.2;A
38;*;*;*;*;13.08964433;75.00956233;61.919918;3;5;[3 3 3 0 ] [2 2 1 ];7;75.01623533;208.3213543;133.305119;6;13;[2 3 3 3 3 3 ] [1 1 1 1 ];10;208.3284793;282.7196697;74.3911904;2;6;[3 0 0 0 0 0 2 3 ] [3 0 0 2 2 2 2 0 ];16;282.7265907;305.4637937;22.737203;1;3;[2 2 0 0 2 2 2 ] [3 3 3 ];10;305.4708337;363.9111227;58.440289;3;4;[1 2 2 2 2 2 ] [3 3 ];8;363.9181367;388.7665267;24.84839;1;2;[2 2 0 0 ] [1 1 1 1 3 3 ];10;1;1;1;1;1;1;1;1;1;1;1;1;61;375.6421094;33;11.62756207;9;6;4;2;4;INGENIERIA CIVIL INDUSTRIAL;6.2;6.2;6.4;6.3;3.9;1;7;4.67;3.2;4.2;A
